01	321	330.7
02	345	356.5
03	356	387.7
04	400	418.8
05	403	430.1
06	413	451.8
07	446	475.7
08	466	483.0
09	457	484.3
10	444	492.4
11	458	481.0
12	431	476.5
13	396	450.4
14	389	438.2
15	367	427.0
16	360	394.7
17	322	357.0
18	285	332.1
19	216	288.4
20	212	246.4
21	183	228.0
22	174	220.0
23	152	193.5
24	106	155.2
25	125	152.5
26	83	132.4
27	86	116.5
28	100	113.5
29	79	100.9
30	70	91.8
31	56	82.4
32	50	76.6
33	30	64.8
34	49	64.6
35	40	59.3
36	45	54.9
37	48	55.8
38	38	49.9
39	40	49.6
40	25	44.1
41	34	44.7
42	27	36.9
43	31	39.4
44	33	39.8
45	17	35.3
46	27	36.3
47	31	33.4
48	31	34.5
49	25	29.9
50	25	32.7
51	26	30.7
52	24	31.2
53	24	30.4
54	24	28.1
55	17	29.1
56	20	27.3
57	26	29.6
58	20	28.3
59	26	30.1
60	22	28.2
61	21	28.1
62	23	27.8
63	23	27.2
64	26	28.6
65	28	30.8
66	22	27.9
67	20	26.7
68	23	29.0
69	20	27.6
70	23	28.7
71	23	28.3
72	28	30.6
73	27	29.7
74	26	30.3
75	27	30.0
76	24	29.7
77	27	29.6
78	24	29.8
79	26	29.7
80	24	30.2
81	28	31.4
82	26	31.2
83	28	32.7
84	25	31.8
85	26	31.4
86	26	33.1
87	29	32.7
88	27	32.2
89	27	33.5
90	28	33.4
91	22	34.5
92	29	33.7
93	23	33.2
94	34	35.7
95	34	36.5
96	32	38.9
97	29	36.3
98	30	37.8
99	27	38.8
