01	317	329.7
02	340	359.5
03	357	381.3
04	393	420.3
05	401	443.9
06	405	442.6
07	453	470.5
08	442	477.0
09	445	492.3
10	448	477.6
11	443	482.2
12	437	473.1
13	434	458.6
14	413	438.8
15	344	402.6
16	347	391.4
17	296	341.2
18	275	304.5
19	195	286.6
20	206	251.8
21	195	231.4
22	157	196.8
23	132	180.9
24	71	145.9
25	119	154.9
26	107	133.7
27	86	121.2
28	95	117.5
29	53	94.8
30	60	89.5
31	58	77.0
32	63	85.0
33	53	77.8
34	49	62.7
35	53	64.2
36	48	57.0
37	45	51.6
38	23	44.9
39	31	50.3
40	41	48.2
41	31	39.6
42	36	39.7
43	30	38.0
44	24	36.8
45	26	34.5
46	27	32.5
47	27	32.9
48	20	29.3
49	30	35.6
50	16	30.3
51	24	31.5
52	26	31.5
53	25	30.7
54	25	29.8
55	25	29.6
56	23	27.4
57	24	28.8
58	24	27.8
59	18	29.1
60	21	28.6
61	25	28.1
62	26	29.9
63	17	24.7
64	24	28.5
65	22	27.3
66	22	26.8
67	18	26.5
68	25	29.3
69	23	28.0
70	18	27.2
71	26	29.3
72	27	29.8
73	25	30.3
74	25	29.3
75	21	28.2
76	25	29.5
77	26	30.5
78	26	31.0
79	25	31.2
80	27	31.7
81	24	30.5
82	18	29.5
83	28	32.6
84	28	32.1
85	29	32.6
86	26	33.6
87	27	31.7
88	30	32.9
89	24	31.3
90	31	34.1
91	31	34.8
92	31	34.4
93	25	32.1
94	27	34.6
95	33	36.4
96	34	37.9
97	32	36.2
98	31	37.0
99	34	39.3
