01	344	349.2
02	367	395.9
03	441	460.4
04	471	490.6
05	488	516.2
06	523	550.2
07	532	569.3
08	545	575.3
09	521	571.4
10	482	555.3
11	413	549.7
12	442	534.9
13	429	519.7
14	386	494.2
15	396	445.0
16	351	415.3
17	343	379.2
18	265	325.2
19	227	283.1
20	235	263.1
21	192	226.3
22	142	190.9
23	128	166.4
24	122	170.6
25	99	141.7
26	90	135.8
27	92	114.4
28	53	104.0
29	73	93.8
30	72	98.8
31	39	76.0
32	63	71.6
33	42	66.4
34	57	66.3
35	40	64.1
36	36	53.4
37	40	54.5
38	23	45.5
39	34	44.6
40	37	46.5
41	33	41.5
42	27	39.2
43	29	36.9
44	29	35.0
45	28	36.5
46	28	35.9
47	28	33.2
48	25	34.0
49	27	31.2
50	24	30.8
51	23	32.3
52	21	28.1
53	22	29.8
54	22	30.2
55	18	26.6
56	22	28.7
57	24	30.3
58	27	28.5
59	20	27.8
60	22	27.2
61	17	27.2
62	24	27.8
63	24	28.1
64	21	27.2
65	25	29.8
66	23	29.5
67	25	29.4
68	25	28.6
69	21	29.5
70	20	28.6
71	28	31.0
72	18	28.9
73	26	30.7
74	25	29.6
75	26	29.2
76	24	31.0
77	25	30.9
78	23	30.0
79	17	30.1
80	31	33.2
81	27	31.7
82	25	33.0
83	30	32.5
84	27	33.1
85	28	35.3
86	27	30.7
87	26	32.3
88	26	32.8
89	28	33.2
90	19	35.0
91	26	33.5
92	31	36.4
93	26	35.9
94	35	39.0
95	32	37.1
96	35	38.7
97	33	38.3
98	38	40.1
99	34	39.8
